Time, Type, Target, EmailID, Extra
03:12.6,mousemove,where to choose emails,?,642:280
03:30.6,mousemove,where to choose emails,?,641:150
03:30.7,mousemove,other,?,631:133
03:32.9,mousemove,where to read the email,?,672:128
03:33.5,mousemove,other,?,654:193
03:33.7,mousemove,where to choose emails,?,646:182
03:33.7,mousemove,other,?,626:130
03:34.2,click,Delete button,?,
03:34.3,mousemove,where to choose emails,?,517:138
03:35.6,mousemove,where to read the email,?,681:314
03:35.9,click,PayPal,L6,?
03:59.5,mousemove,where to choose emails,?,509:142
03:59.7,mousemove,where to choose emails,?,642:313
03:59.7,mousemove,other,?,419:133
04:00.1,mousemove,other,?,517:115
04:01.7,click,Delete button,?,
04:05.2,mousemove,where to choose emails,?,497:138
04:06.3,click,Karen Abela,P7,?
04:09.1,mousemove,where to read the email,?,677:352
04:09.2,mousemove,other,?,653:346
04:23.6,mousemove,where to read the email,?,965:91
04:23.9,mousemove,other,?,939:90
04:27.6,mousemove,other,?,717:90
04:28.4,click,Report Phish button,?,
04:28.5,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
04:28.9,mousemove,where to choose emails,?,535:143
04:30.2,mousemove,where to read the email,?,662:257
04:51.4,mousemove,where to read the email,?,677:437
04:51.6,mousemove,other,?,685:89
04:51.9,mousemove,where to choose emails,?,593:143
05:00.9,mousemove,other,?,672:76
05:02.2,mousemove,where to choose emails,?,517:139
05:02.6,click,Delete button,?,
05:03.7,click,Netflix,P8,?
05:05.1,mousemove,where to read the email,?,711:385
05:18.9,mousemove,other,?,877:69
05:19.4,mousemove,where to choose emails,?,564:144
05:20.0,click,Report Phish button,?,
05:20.1,click,Facebook,P9,?
05:21.1,mousemove,other,?,654:337
05:21.3,mousemove,where to read the email,?,659:340
05:40.0,mousemove,other,?,722:90
05:42.1,mousemove,where to choose emails,?,594:142
05:42.2,mousemove,where to read the email,?,668:93
05:42.4,mousemove,other,?,650:102
05:42.9,click,Report Phish button,?,
05:43.4,click,Firebase,L8,?
05:43.6,mousemove,other,?,653:324
05:43.8,mousemove,where to read the email,?,659:326
06:01.4,mousemove,where to choose emails,?,651:212
06:01.8,mousemove,other,?,585:122
06:02.3,mousemove,where to choose emails,?,491:146
06:02.3,click,PayPal Billing Department,P10,?
06:02.4,click,Delete button,?,
06:03.6,mousemove,other,?,654:355
06:03.8,mousemove,where to read the email,?,660:355
06:06.1,mousemove,other,?,800:89
06:09.3,mousemove,where to choose emails,?,506:141
06:10.4,click,MCAST IICT No-reply,L9,?
06:11.4,mousemove,where to choose emails,?,449:369
06:11.6,mousemove,other,?,654:299
06:11.8,mousemove,other,?,479:409
06:11.8,mousemove,where to read the email,?,657:312
06:13.1,mousemove,other,?,707:84
06:14.4,click,Delete button,?,
06:14.8,mousemove,other,?,438:309
06:15.0,mousemove,where to choose emails,?,542:138
06:15.2,mousemove,other,?,549:309
06:15.3,click,Microsoft,L10,?
06:15.8,mousemove,where to read the email,?,722:338
06:15.9,mousemove,where to choose emails,?,452:286
06:24.6,mousemove,other,?,692:90
06:26.1,mousemove,other,?,412:228
06:26.1,mousemove,where to choose emails,?,398:199
06:26.1,click,PayPal Billing Department,P10,?
06:26.5,click,Delete button,?,
06:26.8,mousemove,where to choose emails,?,488:150
06:27.2,mousemove,sidebar,?,212:363
06:27.2,click,Delete button,?,
06:27.4,mousemove,other,?,445:127
06:28.2,mousemove,other,?,340:810
06:28.8,mousemove,where to read the email,?,722:696
06:50.9,mousemove,other,?,1070:66
06:54.9,mousemove,where to read the email,?,837:652
06:55.4,mousemove,where to read the email,?,923:597
06:55.8,mousemove,other,?,617:261
06:55.9,mousemove,other,?,638:696
