Time, Type, Target, EmailID, Extra
09:33.4,click,Dropbox,L3,?
09:40.6,mousemove,other,?,747:90
09:42.1,click,Delete button,?,
09:43.0,mousemove,where to choose emails,?,508:180
09:43.1,click,Apple,P4,?
09:44.1,mousemove,where to read the email,?,656:255
09:44.9,mousemove,other,?,653:252
09:46.7,mousemove,other,?,693:89
09:47.1,mousemove,where to read the email,?,665:92
09:47.3,click,Melita Ltd,P3,?
09:47.3,mousemove,other,?,647:132
09:47.5,mousemove,where to choose emails,?,617:212
09:47.7,click,Report Phish button,?,
09:48.2,mousemove,where to read the email,?,656:257
09:53.3,mousemove,other,?,669:84
09:55.3,mousemove,where to choose emails,?,608:142
09:55.6,click,Report Phish button,?,
09:56.8,click,Google,L1,?
09:57.6,mousemove,other,?,594:130
09:58.0,click,Scans,P2,?
09:58.5,click,Report Phish button,?,
09:58.5,mousemove,where to read the email,?,728:214
09:58.8,mousemove,where to choose emails,?,600:139
10:00.1,mousemove,other,?,671:90
10:01.0,click,Report Phish button,?,
10:01.6,mousemove,where to read the email,?,656:93
10:01.7,mousemove,other,?,652:99
10:02.5,mousemove,other,?,893:69
10:02.8,mousemove,where to read the email,?,683:170
