Time, Type, Target, EmailID, Extra
05:42.3,click,Report Phish button,?,
05:43.9,mousemove,where to choose emails,?,622:162
05:44.0,mousemove,where to choose emails,?,650:344
05:44.7,mousemove,other,?,654:366
05:44.9,mousemove,where to read the email,?,656:362
05:44.9,click,Firebase,L8,?
05:45.1,mousemove,where to choose emails,?,645:312
05:45.7,mousemove,where to read the email,?,663:319
05:45.9,mousemove,where to read the email,?,655:311
05:49.0,mousemove,other,?,798:88
05:50.3,click,Delete button,?,
05:50.4,mousemove,where to choose emails,?,514:165
05:51.1,click,PayPal Billing Department,P10,?
05:51.7,mousemove,where to read the email,?,671:325
05:55.8,mousemove,other,?,653:107
05:56.7,click,Report Phish button,?,
05:56.7,mousemove,where to choose emails,?,604:159
05:57.5,click,MCAST IICT No-reply,L9,?
05:58.5,mousemove,where to read the email,?,692:293
06:06.5,mousemove,where to choose emails,?,650:150
06:06.7,mousemove,other,?,605:135
06:07.2,click,Microsoft,L10,?
06:07.5,mousemove,where to choose emails,?,551:138
06:07.5,click,Delete button,?,
06:08.7,mousemove,where to read the email,?,657:361
06:28.0,mousemove,where to choose emails,?,649:174
06:30.1,click,Google,L1,?
06:31.7,mousemove,where to read the email,?,721:321
06:37.0,mousemove,where to choose emails,?,631:324
06:37.9,mousemove,other,?,653:327
06:38.0,click,Microsoft OneDrive,L2,?
06:38.2,mousemove,where to read the email,?,676:295
06:46.0,mousemove,other,?,565:135
06:46.5,mousemove,where to choose emails,?,639:165
06:56.5,mousemove,where to choose emails,?,580:140
06:56.9,click,Google,L1,?
07:02.0,mousemove,where to read the email,?,658:280
07:06.3,mousemove,other,?,379:126
07:06.5,mousemove,where to read the email,?,655:111
07:06.7,mousemove,other,?,624:101
07:07.0,mousemove,where to choose emails,?,562:356
07:07.2,mousemove,where to choose emails,?,501:141
07:07.7,click,Microsoft OneDrive,L2,?
07:08.0,click,Delete button,?,
07:08.8,mousemove,where to read the email,?,680:339
07:13.5,mousemove,other,?,552:135
07:13.8,mousemove,where to choose emails,?,611:255
07:14.2,mousemove,where to choose emails,?,534:140
07:14.9,click,Delete button,?,
07:15.5,mousemove,other,?,645:321
07:15.7,mousemove,where to read the email,?,769:427
07:15.8,click,Melita,L4,?
07:18.2,mousemove,other,?,555:134
07:18.3,mousemove,other,?,650:117
07:18.7,mousemove,where to choose emails,?,553:137
07:19.2,mousemove,where to choose emails,?,476:168
07:19.2,click,Microsoft,L10,?
07:19.3,click,Delete button,?,
07:19.7,mousemove,other,?,432:230
07:19.9,mousemove,where to choose emails,?,421:219
07:20.1,mousemove,where to read the email,?,716:415
07:20.5,mousemove,other,?,444:221
07:25.3,mousemove,where to choose emails,?,490:210
07:25.5,mousemove,other,?,633:323
07:25.9,mousemove,other,?,413:108
07:26.8,click,Delete button,?,
12:38.2,mousemove,where to read the email,?,1358:176
12:39.2,mousemove,other,?,01:45
12:39.6,mousemove,sidebar,?,0.630555556
12:39.8,mousemove,sidebar,?,0.210416667
17:33.8,mousemove,other,?,0.646527778
17:33.9,mousemove,sidebar,?,1.225
18:06.4,mousemove,where to read the email,?,1601:97
18:06.8,mousemove,other,?,1815:88
18:06.8,mousemove,other,?,1503:01:00
18:11.3,mousemove,where to read the email,?,1610:236
18:13.1,mousemove,where to read the email,?,946:92
18:13.5,mousemove,other,?,932:68
18:18.3,mousemove,other,?,953:89
18:18.3,mousemove,where to read the email,?,788:121
18:18.8,mousemove,other,?,654:165
