Time, Type, Target, EmailID, Extra
03:41.4,click,Karen Abela,P7,?
03:41.4,click,PayPal,L6,?
03:43.3,mousemove,where to read the email,?,658:298
04:05.8,mousemove,other,?,653:106
04:10.3,mousemove,where to read the email,?,707:192
04:16.0,mousemove,where to choose emails,?,649:342
04:16.0,mousemove,other,?,506:136
04:19.3,mousemove,where to choose emails,?,449:152
04:19.9,click,Delete button,?,
04:20.9,click,Karen Abela,P7,?
04:26.3,mousemove,other,?,580:135
04:27.2,click,Delete button,?,
04:27.4,mousemove,where to choose emails,?,455:140
04:28.1,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
04:28.5,mousemove,other,?,654:356
04:28.6,mousemove,where to read the email,?,702:378
04:29.5,mousemove,where to choose emails,?,644:183
04:30.2,mousemove,other,?,557:129
04:31.8,click,Report Phish button,?,
04:31.8,mousemove,where to choose emails,?,485:152
04:32.7,click,Netflix,P8,?
04:36.8,mousemove,other,?,553:135
04:37.8,mousemove,where to choose emails,?,517:146
04:38.0,click,Delete button,?,
04:38.4,click,Facebook,P9,?
04:43.5,mousemove,other,?,499:133
05:02.2,click,Delete button,?,
05:03.3,click,Firebase,L8,?
05:03.5,mousemove,where to choose emails,?,504:143
05:08.3,mousemove,other,?,546:129
05:09.4,click,Delete button,?,
05:09.5,mousemove,where to choose emails,?,492:137
05:10.7,click,PayPal Billing Department,P10,?
05:21.6,mousemove,other,?,634:397
05:21.7,mousemove,where to read the email,?,656:405
05:32.5,mousemove,other,?,699:86
05:33.0,click,Delete button,?,
05:34.2,click,MCAST IICT No-reply,L9,?
05:35.0,mousemove,where to choose emails,?,488:143
05:36.3,mousemove,where to read the email,?,685:94
05:36.5,mousemove,other,?,705:82
05:37.0,mousemove,other,?,585:130
05:37.3,mousemove,where to choose emails,?,514:148
05:37.4,click,Delete button,?,
05:37.9,click,Microsoft,L10,?
05:38.5,mousemove,other,?,527:239
05:38.8,mousemove,where to read the email,?,707:329
05:42.5,mousemove,where to choose emails,?,642:214
05:42.5,mousemove,other,?,544:126
05:43.7,click,Delete button,?,
06:07.1,mousemove,other,?,784:69
06:07.3,mousemove,where to read the email,?,657:251
06:07.5,mousemove,where to read the email,?,1583:120
06:10.0,mousemove,other,?,648:90
