Time, Type, Target, EmailID, Extra
03:52.6,mousemove,other,?,344:128
04:06.2,mousemove,where to read the email,?,711:199
04:17.1,mousemove,other,?,543:109
04:17.9,mousemove,where to choose emails,?,619:179
04:19.0,click,Apple,P4,?
04:19.2,mousemove,where to read the email,?,684:360
04:19.7,mousemove,where to choose emails,?,574:143
04:34.3,mousemove,other,?,1003:73
04:35.3,mousemove,where to read the email,?,989:121
04:38.1,mousemove,where to choose emails,?,621:340
04:47.2,click,Dropbox,L3,?
04:48.8,mousemove,where to read the email,?,731:448
04:54.5,mousemove,where to read the email,?,656:211
04:54.5,mousemove,where to choose emails,?,639:242
04:55.3,mousemove,other,?,653:169
04:55.3,click,Delete button,?,
04:55.5,mousemove,where to choose emails,?,647:157
04:55.6,mousemove,other,?,631:135
04:56.0,click,Melita,L4,?
04:56.7,mousemove,where to choose emails,?,489:145
04:57.8,mousemove,where to read the email,?,736:426
05:18.5,mousemove,other,?,627:108
05:19.6,click,Delete button,?,
05:20.5,click,JIDESH GOVINDANKUTTY NAIR,P5,?
05:20.9,mousemove,where to choose emails,?,571:157
05:21.5,mousemove,other,?,654:486
05:21.6,mousemove,where to read the email,?,657:489
05:24.0,mousemove,other,?,606:73
05:27.0,click,Report Phish button,?,
05:27.3,mousemove,where to read the email,?,710:116
05:27.6,mousemove,where to choose emails,?,652:456
05:28.3,click,Commissioner for Revenue,P6,?
05:29.0,click,Revolut,L5,?
05:29.7,mousemove,where to read the email,?,693:382
05:41.8,mousemove,other,?,638:104
05:42.3,click,Delete button,?,
05:43.2,mousemove,where to choose emails,?,577:143
05:44.5,click,PayPal,L6,?
05:45.0,mousemove,where to read the email,?,702:452
06:09.2,mousemove,where to read the email,?,914:104
06:09.8,mousemove,other,?,870:82
06:49.3,mousemove,where to choose emails,?,645:508
06:49.9,click,Karen Abela,P7,?
06:50.2,mousemove,where to read the email,?,691:464
06:58.2,mousemove,other,?,835:59:00
07:00.3,mousemove,where to choose emails,?,647:155
07:00.6,mousemove,other,?,653:170
07:00.7,mousemove,where to read the email,?,662:188
07:00.8,mousemove,where to choose emails,?,641:523
07:00.9,click,Report Phish button,?,
07:01.4,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
07:02.3,mousemove,where to read the email,?,705:478
07:03.5,mousemove,other,?,713:82
07:04.0,mousemove,where to read the email,?,685:113
07:19.7,mousemove,where to choose emails,?,613:245
07:19.7,mousemove,other,?,568:133
07:20.7,mousemove,where to choose emails,?,486:185
07:21.4,mousemove,other,?,643:122
07:22.2,click,Delete button,?,
07:22.3,click,Netflix,P8,?
07:22.4,mousemove,where to choose emails,?,563:159
07:23.6,mousemove,where to read the email,?,677:580
07:36.0,mousemove,sidebar,?,262:168
07:36.5,mousemove,where to choose emails,?,590:366
07:36.9,mousemove,other,?,248:85
07:43.3,mousemove,where to read the email,?,660:132
07:51.2,mousemove,where to choose emails,?,617:218
07:51.3,mousemove,where to read the email,?,715:388
07:51.9,mousemove,other,?,491:20:00
07:52.5,mousemove,other,?,575:121
07:52.6,mousemove,where to choose emails,?,645:367
07:54.7,mousemove,other,?,654:176
07:54.8,mousemove,where to read the email,?,677:91
07:54.9,mousemove,where to choose emails,?,647:195
07:54.9,click,Facebook,P9,?
07:55.7,mousemove,other,?,654:503
07:55.8,mousemove,where to read the email,?,666:497
08:10.2,mousemove,other,?,655:79
08:11.3,mousemove,where to choose emails,?,494:169
08:11.5,click,Delete button,?,
08:12.6,click,Firebase,L8,?
08:12.7,mousemove,where to read the email,?,845:439
08:30.0,mousemove,where to choose emails,?,637:607
08:31.3,mousemove,where to read the email,?,719:665
08:34.2,mousemove,where to choose emails,?,633:165
08:34.7,mousemove,other,?,527:131
08:35.2,click,Delete button,?,
08:35.4,mousemove,where to choose emails,?,534:146
08:36.4,click,PayPal Billing Department,P10,?
08:36.7,mousemove,where to read the email,?,746:588
08:58.5,mousemove,other,?,652:93
08:59.7,click,Delete button,?,
08:59.9,mousemove,where to choose emails,?,579:222
09:00.4,click,MCAST IICT No-reply,L9,?
09:01.0,mousemove,other,?,654:577
09:01.2,mousemove,where to read the email,?,661:571
09:02.6,mousemove,where to choose emails,?,650:545
09:03.5,mousemove,sidebar,?,272:243
09:04.1,mousemove,other,?,293:252
09:06.3,mousemove,sidebar,?,278:168
09:07.7,mousemove,where to choose emails,?,294:260
09:08.2,click,Microsoft,L10,?
09:08.6,mousemove,where to choose emails,?,462:730
09:09.0,mousemove,other,?,461:733
09:09.3,mousemove,where to read the email,?,679:654
09:17.6,mousemove,other,?,765:90
09:18.6,click,Delete button,?,
09:18.9,mousemove,where to choose emails,?,546:150
09:19.3,click,MCAST IICT No-reply,L9,?
09:21.0,mousemove,where to read the email,?,664:523
09:25.8,mousemove,where to choose emails,?,630:210
09:26.8,mousemove,other,?,617:134
09:26.9,mousemove,where to choose emails,?,569:196
09:27.0,click,Delete button,?,
09:28.0,click,Netflix,P8,?
09:28.0,mousemove,where to read the email,?,687:238
09:28.4,mousemove,other,?,755:52:00
09:29.0,mousemove,where to choose emails,?,601:147
09:29.9,click,Report Phish button,?,
09:30.0,click,PayPal,L6,?
09:30.8,mousemove,where to read the email,?,674:432
09:40.0,mousemove,where to read the email,?,657:148
09:40.5,mousemove,where to choose emails,?,631:320
09:40.8,mousemove,other,?,651:100
09:40.8,click,Report Phish button,?,
09:41.0,mousemove,other,?,563:422
09:41.1,mousemove,where to choose emails,?,476:390
09:41.8,click,Commissioner for Revenue,P6,?
09:42.4,mousemove,other,?,653:196
09:42.5,mousemove,where to read the email,?,655:187
09:43.5,mousemove,other,?,690:86
09:43.5,click,Report Phish button,?,
09:44.3,mousemove,where to choose emails,?,576:160
09:44.7,click,Apple,P4,?
09:45.4,mousemove,other,?,637:136
09:46.3,mousemove,other,?,678:89
09:46.7,mousemove,where to read the email,?,655:115
09:47.2,mousemove,where to choose emails,?,626:140
09:47.5,click,Report Phish button,?,
09:47.6,click,Microsoft OneDrive,L2,?
09:48.1,mousemove,where to read the email,?,704:197
09:49.0,mousemove,other,?,735:90
09:49.0,click,Report Phish button,?,
09:53.2,mousemove,other,?,653:102
09:53.3,mousemove,where to read the email,?,1246:116
09:53.5,mousemove,where to read the email,?,1346:92
09:53.9,mousemove,other,?,1722:90
