Time, Type, Target, EmailID, Extra
09:24.1,click,Report Phish button,?,
09:24.6,mousemove,other,?,637:443
09:24.8,mousemove,where to read the email,?,679:113
09:25.4,mousemove,where to read the email,?,753:113
09:25.5,mousemove,other,?,883:75
09:26.0,mousemove,other,?,1257:81
09:26.5,mousemove,where to read the email,?,1431:116
09:31.2,mousemove,where to read the email,?,756:126
09:32.0,mousemove,where to read the email,?,668:340
09:32.2,mousemove,other,?,641:343
09:32.5,mousemove,other,?,1233:79
