Time, Type, Target, EmailID, Extra
03:13.6,click,Revolut,L5,?
03:13.7,mousemove,where to read the email,?,672:202
03:24.6,mousemove,other,?,632:101
03:25.1,click,Delete button,?,
03:25.4,click,Commissioner for Revenue,P6,?
03:25.7,mousemove,where to choose emails,?,496:139
03:26.4,mousemove,where to read the email,?,658:184
03:44.2,mousemove,other,?,652:117
03:45.6,click,Delete button,?,
03:45.6,mousemove,where to choose emails,?,502:142
03:46.1,mousemove,other,?,649:241
03:46.2,mousemove,where to read the email,?,677:253
03:46.7,click,PayPal,L6,?
03:56.4,mousemove,other,?,462:132
03:56.9,mousemove,where to choose emails,?,577:211
03:57.2,click,Delete button,?,
03:57.6,mousemove,where to choose emails,?,503:137
03:58.5,click,Karen Abela,P7,?
03:58.7,mousemove,other,?,640:223
03:58.9,mousemove,where to read the email,?,672:228
04:11.8,mousemove,where to choose emails,?,591:305
04:12.0,mousemove,other,?,481:133
04:13.2,click,Report Phish button,?,
04:13.4,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
04:13.7,mousemove,where to choose emails,?,528:144
04:14.1,mousemove,where to read the email,?,656:195
04:14.7,mousemove,other,?,636:193
04:46.6,click,Delete button,?,
04:46.9,mousemove,other,?,644:132
04:47.0,mousemove,where to choose emails,?,516:141
04:47.4,click,Netflix,P8,?
04:47.7,mousemove,where to read the email,?,685:228
04:50.2,mousemove,other,?,634:133
04:50.5,mousemove,where to read the email,?,659:123
04:50.7,mousemove,where to choose emails,?,648:141
04:51.4,mousemove,other,?,652:116
04:53.0,mousemove,where to choose emails,?,560:137
04:53.8,click,Report Phish button,?,
04:54.2,click,Facebook,P9,?
04:54.5,mousemove,other,?,654:193
04:54.7,mousemove,where to read the email,?,680:200
05:09.0,mousemove,other,?,652:122
05:10.0,click,Report Phish button,?,
05:10.8,mousemove,where to choose emails,?,514:140
05:11.4,mousemove,where to read the email,?,675:189
05:11.6,click,Firebase,L8,?
05:21.7,mousemove,where to choose emails,?,648:205
05:21.7,mousemove,other,?,626:117
05:22.3,click,Delete button,?,
05:23.0,mousemove,where to choose emails,?,491:144
05:23.9,click,PayPal Billing Department,P10,?
05:24.5,mousemove,where to read the email,?,674:218
05:37.2,mousemove,other,?,653:297
05:37.3,mousemove,where to choose emails,?,650:294
05:38.9,mousemove,where to read the email,?,656:266
05:42.2,mousemove,other,?,653:295
05:42.3,mousemove,where to choose emails,?,639:277
05:42.6,mousemove,other,?,543:128
05:43.1,mousemove,where to choose emails,?,570:145
05:43.2,click,MCAST IICT No-reply,L9,?
05:43.2,click,Report Phish button,?,
05:44.3,mousemove,where to read the email,?,658:250
06:11.2,mousemove,other,?,572:132
06:11.6,mousemove,other,?,654:209
06:11.8,mousemove,where to choose emails,?,644:204
06:12.5,click,Delete button,?,
06:12.7,click,Microsoft,L10,?
06:12.8,mousemove,where to choose emails,?,526:138
06:13.2,mousemove,where to read the email,?,702:277
06:13.8,mousemove,other,?,620:224
06:18.1,mousemove,where to choose emails,?,651:216
06:18.5,mousemove,other,?,583:131
06:19.9,click,Delete button,?,
