Time, Type, Target, EmailID, Extra
03:58.0,mousemove,where to read the email,?,660:229
04:06.3,mousemove,other,?,541:132
04:06.4,mousemove,where to choose emails,?,542:139
04:06.8,mousemove,other,?,649:82
04:07.5,mousemove,where to choose emails,?,529:158
04:07.6,click,Commissioner for Revenue,P6,?
04:07.7,click,Delete button,?,
04:08.6,mousemove,where to read the email,?,673:277
04:23.7,mousemove,where to choose emails,?,652:310
04:23.7,mousemove,where to read the email,?,676:310
04:27.2,mousemove,other,?,654:240
04:27.3,mousemove,where to choose emails,?,648:234
04:28.3,mousemove,other,?,587:131
04:39.1,mousemove,where to choose emails,?,549:150
04:39.4,click,PayPal,L6,?
04:40.0,click,Delete button,?,
04:40.2,mousemove,where to read the email,?,671:236
04:47.2,mousemove,other,?,600:130
04:47.5,mousemove,where to choose emails,?,639:190
04:48.1,click,Delete button,?,
04:48.5,mousemove,where to choose emails,?,516:140
04:49.0,click,Karen Abela,P7,?
04:49.9,mousemove,other,?,653:270
04:49.9,mousemove,where to read the email,?,655:271
04:51.7,mousemove,where to choose emails,?,625:380
04:52.6,mousemove,other,?,568:122
04:52.7,mousemove,where to choose emails,?,554:149
04:52.9,click,Report Phish button,?,
04:53.1,mousemove,where to read the email,?,660:164
04:53.6,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
05:00.6,mousemove,where to choose emails,?,641:191
05:00.8,mousemove,other,?,594:136
05:00.8,click,Delete button,?,
05:01.5,mousemove,where to read the email,?,698:318
05:01.8,mousemove,where to choose emails,?,523:159
05:01.9,click,Netflix,P8,?
05:03.5,mousemove,where to choose emails,?,652:296
05:04.0,mousemove,other,?,592:132
05:04.5,mousemove,where to choose emails,?,555:156
05:04.6,click,Report Phish button,?,
05:05.0,mousemove,where to choose emails,?,643:333
05:05.0,mousemove,where to read the email,?,703:191
05:05.4,click,Facebook,P9,?
05:05.7,mousemove,where to read the email,?,656:315
05:16.5,mousemove,other,?,566:128
05:16.8,mousemove,where to choose emails,?,649:297
05:17.2,click,Delete button,?,
05:17.4,mousemove,where to read the email,?,672:273
05:17.4,click,Firebase,L8,?
05:17.5,mousemove,where to choose emails,?,476:153
05:25.4,mousemove,other,?,1251:90
05:30.5,mousemove,where to read the email,?,701:349
05:30.7,mousemove,where to read the email,?,676:108
05:30.8,mousemove,other,?,638:124
05:31.0,mousemove,where to choose emails,?,572:156
05:36.3,mousemove,other,?,445:96
05:37.0,mousemove,where to choose emails,?,631:246
05:37.0,click,Delete button,?,
05:37.0,mousemove,where to choose emails,?,506:154
05:37.3,mousemove,where to read the email,?,686:411
05:38.0,click,PayPal Billing Department,P10,?
05:41.5,mousemove,where to read the email,?,657:472
05:42.0,mousemove,other,?,653:486
05:57.1,mousemove,other,?,649:136
05:57.2,mousemove,where to choose emails,?,634:370
05:58.2,click,Report Phish button,?,
05:58.4,mousemove,where to read the email,?,663:98
05:58.5,mousemove,other,?,636:124
05:58.7,mousemove,where to choose emails,?,606:154
05:59.1,mousemove,other,?,603:338
05:59.3,mousemove,where to read the email,?,667:386
05:59.7,click,MCAST IICT No-reply,L9,?
06:02.7,mousemove,other,?,654:194
06:02.8,mousemove,where to choose emails,?,641:185
06:03.1,mousemove,other,?,544:135
06:04.0,mousemove,where to choose emails,?,480:219
06:04.0,mousemove,other,?,489:221
06:04.3,click,Delete button,?,
06:04.3,mousemove,where to choose emails,?,546:143
06:05.0,click,Microsoft,L10,?
06:05.8,mousemove,where to read the email,?,712:340
06:06.0,mousemove,other,?,490:232
06:11.9,mousemove,where to choose emails,?,610:205
06:12.0,mousemove,other,?,518:129
06:12.0,mousemove,where to read the email,?,718:219
06:12.7,mousemove,where to choose emails,?,566:163
06:18.1,mousemove,where to choose emails,?,283:162
06:18.3,mousemove,other,?,302:127
06:18.4,click,Delete button,?,
06:18.7,mousemove,where to choose emails,?,281:207
06:18.8,mousemove,other,?,609:451
06:18.8,mousemove,sidebar,?,278:196
06:19.0,mousemove,sidebar,?,255:202
06:19.5,mousemove,where to read the email,?,699:676
06:19.5,mousemove,other,?,291:472
06:20.2,mousemove,other,?,1110:80
06:20.3,mousemove,where to read the email,?,667:116
06:20.5,mousemove,other,?,613:172
06:20.6,mousemove,where to read the email,?,703:967
06:25.8,mousemove,other,?,1845:59:00
06:26.0,mousemove,other,?,323:183
06:26.3,mousemove,sidebar,?,62:97
