Time, Type, Target, EmailID, Extra
03:00.4,click,Karen Abela,P7,?
03:01.5,mousemove,other,?,636:158
03:03.5,mousemove,where to read the email,?,668:141
03:07.8,mousemove,other,?,707:77
03:16.9,click,Report Phish button,?,
03:17.0,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
03:17.9,mousemove,where to choose emails,?,503:138
03:18.1,mousemove,where to read the email,?,657:201
03:22.6,mousemove,other,?,614:133
03:23.1,mousemove,where to choose emails,?,565:139
03:23.3,click,Report Phish button,?,
03:24.8,mousemove,other,?,636:133
03:24.8,click,Netflix,P8,?
03:24.9,mousemove,where to read the email,?,692:133
03:29.6,mousemove,other,?,709:60
03:31.2,click,Facebook,P9,?
03:31.3,click,Report Phish button,?,
03:31.6,mousemove,where to choose emails,?,588:139
03:32.2,mousemove,where to read the email,?,688:219
03:40.8,mousemove,other,?,689:85
03:41.0,mousemove,where to choose emails,?,617:142
03:41.7,click,Report Phish button,?,
03:42.2,click,Firebase,L8,?
03:42.8,mousemove,where to read the email,?,689:197
03:47.3,mousemove,other,?,652:110
03:48.0,click,PayPal Billing Department,P10,?
03:48.4,mousemove,where to choose emails,?,496:137
03:48.9,click,Delete button,?,
03:49.6,mousemove,where to read the email,?,674:193
03:55.1,mousemove,other,?,620:131
03:55.4,mousemove,where to choose emails,?,616:174
03:58.0,click,Report Phish button,?,
03:58.1,mousemove,where to choose emails,?,576:152
03:58.6,click,MCAST IICT No-reply,L9,?
03:58.9,mousemove,where to read the email,?,713:258
03:59.5,mousemove,where to read the email,?,783:474
03:59.8,mousemove,other,?,652:428
04:02.2,mousemove,where to choose emails,?,648:194
04:02.4,mousemove,other,?,558:57:00
04:03.2,mousemove,where to choose emails,?,531:141
04:03.4,click,Microsoft,L10,?
04:03.9,click,Delete button,?,
04:04.5,mousemove,where to choose emails,?,607:152
04:04.8,mousemove,other,?,520:76
04:04.9,mousemove,where to read the email,?,689:213
04:06.4,click,Delete button,?,
