Time, Type, Target, EmailID, Extra
04:18.9,click,Mulvaney Shannon at Agenzija Zghazagh,L7,?
04:19.1,mousemove,where to choose emails,?,632:327
04:19.3,mousemove,other,?,280:208
04:19.3,mousemove,where to read the email,?,664:175
04:19.4,mousemove,sidebar,?,273:206
04:19.7,mousemove,where to choose emails,?,298:175
04:20.5,mousemove,where to read the email,?,664:172
04:34.3,mousemove,where to choose emails,?,644:215
04:35.0,click,Delete button,?,
04:35.5,mousemove,where to choose emails,?,507:146
04:35.5,mousemove,other,?,519:119
04:36.1,click,Netflix,P8,?
04:37.4,mousemove,where to read the email,?,661:264
04:45.8,mousemove,other,?,653:300
04:45.9,mousemove,where to choose emails,?,647:283
04:46.2,mousemove,where to choose emails,?,598:146
04:46.3,mousemove,where to read the email,?,656:100
04:46.4,mousemove,other,?,583:133
04:46.4,mousemove,other,?,653:104
04:46.5,click,Report Phish button,?,
04:47.6,mousemove,where to read the email,?,657:216
04:47.9,click,Facebook,P9,?
05:00.5,mousemove,where to choose emails,?,644:312
05:01.0,mousemove,other,?,517:132
05:03.1,click,Firebase,L8,?
05:03.3,click,Delete button,?,
05:03.7,mousemove,where to choose emails,?,507:146
05:04.2,mousemove,where to read the email,?,693:255
05:16.0,mousemove,where to choose emails,?,502:148
05:16.2,mousemove,other,?,631:96
05:16.6,click,Delete button,?,
05:17.4,mousemove,where to read the email,?,684:241
05:17.7,click,PayPal Billing Department,P10,?
05:20.5,mousemove,where to choose emails,?,639:170
05:21.0,mousemove,where to read the email,?,664:354
05:21.8,mousemove,other,?,654:338
05:42.4,mousemove,other,?,669:85
05:44.2,click,Report Phish button,?,
05:44.3,mousemove,where to choose emails,?,612:158
05:45.5,mousemove,where to read the email,?,683:353
05:45.6,mousemove,other,?,499:308
05:45.6,click,MCAST IICT No-reply,L9,?
05:51.0,mousemove,other,?,639:439
05:51.6,mousemove,where to choose emails,?,582:271
05:51.9,mousemove,other,?,559:131
05:53.2,mousemove,where to choose emails,?,625:147
05:53.3,mousemove,where to read the email,?,670:180
05:57.4,mousemove,other,?,561:336
05:57.5,mousemove,where to choose emails,?,649:229
05:58.8,mousemove,where to read the email,?,663:573
06:00.2,mousemove,other,?,612:127
06:00.6,mousemove,other,?,654:247
06:00.7,mousemove,where to choose emails,?,648:240
06:01.5,mousemove,where to choose emails,?,489:139
06:01.7,click,Delete button,?,
06:02.3,mousemove,other,?,557:224
06:02.6,click,Microsoft,L10,?
06:02.8,mousemove,where to read the email,?,693:287
06:18.1,mousemove,other,?,653:108
06:24.3,click,Delete button,?,
