Time, Type, Target, EmailID, Extra
407.36,mousemove,sidebar,?,276:249
407.45,mousemove,other,?,280:224
407.48,mousemove,where to choose emails,?,301:215
407.8,click,Netflix,P8,?
409.65,mousemove,where to read the email,?,684:463
423.79,mousemove,other,?,688:89
424.21,click,Report Phish button,?,
424.37,mousemove,where to choose emails,?,610:139
424.77,click,Facebook,P9,?
426.4,mousemove,where to read the email,?,687:313
438.17,mousemove,other,?,709:88
438.54,click,Report Phish button,?,
438.66,mousemove,where to read the email,?,673:93
438.68,mousemove,other,?,651:110
438.71,mousemove,where to choose emails,?,604:139
439.14,click,Firebase,L8,?
439.83,mousemove,where to read the email,?,676:416
449.83,mousemove,other,?,773:88
452.05,click,Junk button,?,
452.27,mousemove,where to read the email,?,742:96
452.36,mousemove,other,?,652:135
452.37,mousemove,where to choose emails,?,628:140
453.03,click,PayPal Billing Department,P10,?
453.63,mousemove,other,?,552:434
453.8,mousemove,where to read the email,?,680:524
462,mousemove,other,?,723:87
462.44,click,Report Phish button,?,
462.62,mousemove,where to choose emails,?,604:159
463.14,click,MCAST IICT No-reply,L9,?
463.39,mousemove,other,?,605:307
463.56,mousemove,where to read the email,?,658:348
479.15,mousemove,other,?,767:84
479.48,click,Junk button,?,
479.59,mousemove,where to read the email,?,686:95
479.6,mousemove,other,?,638:112
479.65,mousemove,where to choose emails,?,488:140
479.71,mousemove,other,?,325:135
479.88,mousemove,where to choose emails,?,301:145
480.2,click,Dropbox,L10,?
480.48,mousemove,other,?,402:227
481.55,mousemove,where to read the email,?,666:541
492.92,mousemove,other,?,749:90
494.91,click,Junk button,?,
495.51,mousemove,where to read the email,?,750:94
501.62,mousemove,other,?,776:78
506.17,mousemove,where to read the email,?,1471:94
506.4,mousemove,other,?,608:165
