Time, Type, Target, EmailID, Extra
220.82,mousemove,where to choose emails,?,484:143
221.1,click,Facebook,P9,?
221.53,mousemove,where to read the email,?,678:176
221.93,mousemove,other,?,653:349
221.96,mousemove,where to choose emails,?,643:354
224.57,mousemove,other,?,565:135
225.06,click,Delete button,?,
225.4,mousemove,where to choose emails,?,475:146
225.85,click,Firebase,L8,?
226.72,mousemove,where to read the email,?,714:250
238.2,mousemove,other,?,654:207
238.22,mousemove,where to choose emails,?,652:199
238.25,mousemove,where to read the email,?,656:180
238.4,mousemove,other,?,654:129
240.03,click,Delete button,?,
240.96,mousemove,where to choose emails,?,505:139
242.27,click,PayPal Billing Department,P10,?
244.84,mousemove,where to read the email,?,698:248
257,mousemove,other,?,654:249
257.02,mousemove,where to choose emails,?,651:243
258.33,mousemove,other,?,595:136
258.57,mousemove,where to read the email,?,656:106
258.63,mousemove,other,?,714:90
265.87,click,Report Phish button,?,
266.17,mousemove,where to choose emails,?,589:146
266.68,click,MCAST IICT No-reply,L9,?
273.73,mousemove,other,?,563:133
275.92,click,Delete button,?,
276.28,mousemove,where to choose emails,?,522:149
276.72,click,Dropbox,L10,?
277.33,mousemove,where to read the email,?,657:198
279.7,mousemove,where to choose emails,?,652:156
279.73,mousemove,other,?,620:131
285.43,click,Delete button,?,
286.15,mousemove,where to read the email,?,656:98
286.19,mousemove,other,?,660:87
